CropType,Location,LandType,LandSize,Income,LoanName
Millets,Ballari,Dryland,2.35,16414,Soil Health Card Loan
Coffee,Kodagu,Black cotton soil land,1.17,61596,NABARD Loan
Organic Vegetables,Mysuru,Dryland,1.95,44440,Horticulture Loan
Pulses,Dharwad,Rainfed,3.63,22912,NABARD Loan
Silk,Kolar,Dryland,1.01,55667,Agricultural Term Loan
Groundnut,Chikkaballapur,Black cotton soil land,4.85,24957,Crop Loan
Groundnut,Chikkaballapur,Dryland,3.14,34559,Crop Loan
Cotton,Haveri,Black cotton soil land,3.68,41358,Crop Loan
Banana,Hassan,Wetland,3.42,54616,Horticulture Loan
Banana,Hassan,Wetland,1.7,54019,Horticulture Loan
Floriculture,Doddaballapura,Polyhouse,1.53,72145,NABARD Loan
Tea,Chikkamagaluru,Hill slope,2.23,79972,Plantation Development Loan
Silk,Chikkaballapur,Dryland,2.9,61788,Sericulture Loan
Wheat,Kalaburagi,Dryland,3.69,27156,Crop Loan
Tea,Chikkamagaluru,Wetland,1.68,90120,Plantation Development Loan
Rice,Mysuru,Irrigated,2.05,39100,Crop Loan
Organic Vegetables,Tumakuru,Irrigated,2.17,41950,Horticulture Loan
Groundnut,Tumakuru,Dryland,3.59,28009,Crop Loan
Coconut,Tumakuru,Irrigated,3.83,47652,Plantation Loan
Sugarcane,Belagavi,Irrigated,5.47,56266,Agricultural Term Loan
Wheat,Bagalkot,Irrigated,3.95,33876,Crop Loan
Floriculture,Doddaballapura,Polyhouse,0.69,66600,Floriculture Loan
Maize,Gadag,Rainfed,2.97,28295,Farm Mechanization Loan
Groundnut,Bengaluru Rural,Dryland,2.12,25379,Crop Loan
Cotton,Gadag,Black cotton soil land,3.34,32638,Kisan Credit Card
Groundnut,Chikkaballapur,Dryland,4.32,25882,Organic Farming Loan
Cotton,Gadag,Black cotton soil land,4.07,31195,Pest Management Loan
Cotton,Dharwad,Dryland,4.74,35991,Crop Loan
Maize,Gadag,Rainfed,4.47,25612,Farm Mechanization Loan
Fish Farming,Uttara Kannada,Wetland,0.81,66222,Fisheries Loan
Cotton,Ballari,Black cotton soil land,3.96,33886,Crop Loan
Organic Vegetables,Dharwad,Irrigated,2.29,37841,Horticulture Loan
Rice,Mysuru,Wetland,3.62,32694,Crop Loan
Rice,Mysuru,Wetland,1.16,33062,Kisan Credit Card
Floriculture,Doddaballapura,Irrigated,0.75,69671,Floriculture Loan
Organic Vegetables,Dharwad,Dryland,1.13,42387,Horticulture Loan
Maize,Gadag,Rainfed,2.65,21084,Crop Loan
Banana,Mysuru,Irrigated,2.4,40208,Horticulture Loan
Groundnut,Bengaluru Rural,Black cotton soil land,2.78,21140,Organic Farming Loan
Mango,Chikkaballapur,Black cotton soil land,2.47,55170,Organic Farming Loan
Rice,Raichur,Irrigated,2.27,37335,Irrigation Loan
Mango,Kolar,Black cotton soil land,1.52,51967,Horticulture Loan
Wheat,Bagalkot,Dryland,3.04,29626,Crop Loan
Mango,Chikkaballapur,Black cotton soil land,1.23,51536,Organic Farming Loan
Pulses,Gadag,Rainfed,1.21,24206,NABARD Loan
Cotton,Dharwad,Black cotton soil land,2.37,42163,Crop Loan
Floriculture,Doddaballapura,Polyhouse,1.0,77274,Floriculture Loan
Pulses,Gadag,Dryland,2.0,22828,PM Kisan Loan
Banana,Mandya,Irrigated,2.72,52478,Irrigation Loan
Mango,Kolar,Dryland,2.75,49431,Horticulture Loan
Banana,Hassan,Wetland,2.16,49494,Irrigation Loan
Floriculture,Tumakuru,Irrigated,0.73,71090,NABARD Loan
Organic Vegetables,Mysuru,Irrigated,2.0,42946,Organic Farming Loan
Sugarcane,Belagavi,Irrigated,3.74,52750,Agricultural Term Loan
Pulses,Bidar,Dryland,2.54,22811,NABARD Loan
Silk,Chikkaballapur,Irrigated,2.57,62271,Sericulture Loan
Maize,Gadag,Rainfed,3.36,28642,Farm Mechanization Loan
Beekeeping,Kodagu,Dryland,1.45,55800,Agri Clinic Loan
Coffee,Chikkamagaluru,Black cotton soil land,0.95,64293,NABARD Loan
Sugarcane,Belagavi,Irrigated,3.1,48684,Farm Mechanization Loan
Tea,Chikkamagaluru,Wetland,1.27,82978,Plantation Development Loan
Pulses,Dharwad,Dryland,2.3,24237,NABARD Loan
Silk,Ramanagara,Dryland,2.19,72690,NABARD Loan
Mango,Ramanagara,Black cotton soil land,2.73,50254,Organic Farming Loan
Coconut,Tumakuru,Irrigated,1.78,55071,Agri Infrastructure Loan
Floriculture,Bengaluru Urban,Polyhouse,0.67,65762,NABARD Loan
Pulses,Raichur,Rainfed,2.58,22520,NABARD Loan
Wheat,Vijayapura,Dryland,3.51,27469,Crop Loan
Groundnut,Chikkaballapur,Dryland,4.89,29597,Crop Loan
Coconut,Tumakuru,Irrigated,2.22,58552,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,1.82,45677,Agri Infrastructure Loan
Floriculture,Bengaluru Urban,Polyhouse,1.8,66894,NABARD Loan
Cotton,Dharwad,Dryland,4.68,40152,Kisan Credit Card
Organic Vegetables,Mysuru,Dryland,1.61,48338,Horticulture Loan
Maize,Davanagere,Rainfed,2.73,34160,Crop Loan
Maize,Davanagere,Dryland,2.39,20611,Crop Loan
Fish Farming,Uttara Kannada,Wetland,1.0,74432,NABARD Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,2.1,52914,Plantation Loan
Beekeeping,Chamarajanagar,Dryland,1.61,50517,Apiculture Loan
Tea,Chikkamagaluru,Hill slope,1.52,98793,NABARD Refinance Scheme
Cotton,Gadag,Dryland,4.74,40407,Kisan Credit Card
Tea,Chikkamagaluru,Wetland,1.1,98517,NABARD Refinance Scheme
Maize,Chikkaballapur,Dryland,3.37,31840,Farm Mechanization Loan
Tea,Chikkamagaluru,Hill slope,1.58,89755,Plantation Development Loan
Banana,Hassan,Wetland,3.38,50570,Irrigation Loan
Tea,Chikkamagaluru,Hill slope,1.4,87876,NABARD Refinance Scheme
Rice,Mysuru,Irrigated,3.71,32737,Irrigation Loan
Rice,Mandya,Irrigated,1.96,39855,Crop Loan
Millets,Chitradurga,Rainfed,2.27,17346,PM Kisan Loan
Beekeeping,Kodagu,Dryland,1.88,68197,Agri Clinic Loan
Silk,Kolar,Dryland,1.69,50522,Sericulture Loan
Sugarcane,Mandya,Irrigated,5.85,55012,Farm Mechanization Loan
Beekeeping,Kodagu,Dryland,0.88,55427,Agri Clinic Loan
Coffee,Chikkamagaluru,Wetland,1.21,62905,Plantation Development Loan
Sugarcane,Mandya,Irrigated,4.99,46761,Agricultural Term Loan
Pulses,Gadag,Dryland,2.85,20215,Organic Farming Loan
Fish Farming,Udupi,Wetland,1.53,69600,NABARD Infrastructure Loan
Maize,Davanagere,Rainfed,3.46,23469,Farm Mechanization Loan
Fish Farming,Udupi,Wetland,1.77,96651,Fisheries Loan
Groundnut,Bengaluru Rural,Black cotton soil land,2.42,25940,Organic Farming Loan
Mango,Ramanagara,Dryland,1.47,52678,Horticulture Loan
Beekeeping,Chamarajanagar,Forest edge,1.63,61611,Agri Clinic Loan
Pulses,Bidar,Dryland,1.91,22904,Organic Farming Loan
Groundnut,Tumakuru,Black cotton soil land,3.28,29495,Crop Loan
Rice,Raichur,Irrigated,2.64,33058,Kisan Credit Card
Cotton,Dharwad,Black cotton soil land,3.88,34376,Crop Loan
Banana,Mysuru,Irrigated,1.78,42732,Horticulture Loan
Cotton,Dharwad,Black cotton soil land,4.91,32284,Kisan Credit Card
Coffee,Hassan,Wetland,1.47,88655,NABARD Loan
Beekeeping,Chamarajanagar,Forest edge,0.72,55148,Apiculture Loan
Groundnut,Chikkaballapur,Dryland,3.36,23990,Organic Farming Loan
Coffee,Chikkamagaluru,Black cotton soil land,0.57,72318,Plantation Development Loan
Silk,Ramanagara,Dryland,2.39,63457,NABARD Loan
Tea,Chikkamagaluru,Hill slope,2.5,92694,Plantation Development Loan
Maize,Chikkaballapur,Rainfed,4.18,21424,Crop Loan
Mango,Ramanagara,Dryland,3.57,45009,Organic Farming Loan
Banana,Mandya,Irrigated,3.25,40229,Irrigation Loan
Maize,Chikkaballapur,Rainfed,2.05,25570,Farm Mechanization Loan
Rice,Raichur,Irrigated,2.34,33742,Crop Loan
Floriculture,Doddaballapura,Irrigated,1.56,55143,NABARD Loan
Coconut,Tumakuru,Coastal loamy,2.11,43200,Agri Infrastructure Loan
Millets,Ballari,Dryland,4.73,20275,Soil Health Card Loan
Millets,Chitradurga,Dryland,4.46,19265,PM Kisan Loan
Pulses,Gadag,Dryland,2.12,22540,NABARD Loan
Mango,Kolar,Dryland,3.17,48110,Horticulture Loan
Floriculture,Tumakuru,Irrigated,1.62,51767,Floriculture Loan
Millets,Chitradurga,Rainfed,2.75,18991,Soil Health Card Loan
Fish Farming,Udupi,Wetland,2.08,71104,NABARD Infrastructure Loan
Millets,Tumakuru,Rainfed,3.7,16376,Organic Farming Loan
Floriculture,Tumakuru,Polyhouse,1.84,59316,NABARD Loan
Organic Vegetables,Dharwad,Dryland,2.9,37944,Horticulture Loan
Banana,Mysuru,Wetland,2.35,42179,Horticulture Loan
Coffee,Hassan,Black cotton soil land,0.94,85822,NABARD Loan
Floriculture,Doddaballapura,Irrigated,1.97,71794,Floriculture Loan
Beekeeping,Kodagu,Dryland,0.56,67754,Agri Clinic Loan
Wheat,Kalaburagi,Irrigated,3.58,26800,PM Kisan Loan
Cotton,Gadag,Black cotton soil land,3.06,41910,Pest Management Loan
Coconut,Tumakuru,Irrigated,1.06,42612,Plantation Loan
Tea,Chikkamagaluru,Hill slope,2.48,97613,NABARD Refinance Scheme
Coffee,Hassan,Black cotton soil land,1.24,77286,NABARD Loan
Organic Vegetables,Mysuru,Irrigated,1.82,48387,Organic Farming Loan
Groundnut,Chikkaballapur,Dryland,4.18,26246,Crop Loan
Silk,Kolar,Dryland,1.61,71699,Sericulture Loan
Pulses,Bidar,Rainfed,1.37,22087,NABARD Loan
Pulses,Dharwad,Dryland,3.11,24992,PM Kisan Loan
Cotton,Gadag,Dryland,2.29,41047,Kisan Credit Card
Beekeeping,Shivamogga,Forest edge,1.48,58786,Apiculture Loan
Floriculture,Tumakuru,Irrigated,1.58,63896,NABARD Loan
Groundnut,Bengaluru Rural,Dryland,2.9,33894,Organic Farming Loan
Pulses,Dharwad,Dryland,1.93,23860,NABARD Loan
Millets,Tumakuru,Rainfed,5.39,15140,PM Kisan Loan
Cotton,Ballari,Black cotton soil land,3.35,35026,Crop Loan
Coffee,Hassan,Wetland,0.58,72002,Horticulture Loan
Floriculture,Doddaballapura,Polyhouse,0.94,77041,Floriculture Loan
Wheat,Bagalkot,Dryland,1.6,28597,Crop Loan
Cotton,Dharwad,Black cotton soil land,4.97,30153,Kisan Credit Card
Coconut,Dakshina Kannada,Coastal loamy,2.96,56162,Agri Infrastructure Loan
Organic Vegetables,Dharwad,Dryland,2.51,44870,Horticulture Loan
Mango,Kolar,Black cotton soil land,1.74,49241,Organic Farming Loan
Maize,Davanagere,Dryland,4.41,26167,Crop Loan
Silk,Ramanagara,Dryland,2.77,57106,Agricultural Term Loan
Maize,Gadag,Rainfed,4.54,31109,Crop Loan
Maize,Davanagere,Rainfed,4.47,28876,Farm Mechanization Loan
Groundnut,Chikkaballapur,Dryland,2.98,30016,Crop Loan
Fish Farming,Uttara Kannada,Wetland,0.93,83186,NABARD Infrastructure Loan
Sugarcane,Mandya,Irrigated,4.79,57934,Agricultural Term Loan
Pulses,Bidar,Rainfed,1.08,23859,PM Kisan Loan
Wheat,Vijayapura,Irrigated,4.97,34803,Crop Loan
Coffee,Kodagu,Wetland,0.85,69504,Plantation Development Loan
Beekeeping,Shivamogga,Dryland,1.7,59765,Apiculture Loan
Fish Farming,Dakshina Kannada,Wetland,2.21,79521,NABARD Infrastructure Loan
Tea,Chikkamagaluru,Wetland,1.09,89169,NABARD Refinance Scheme
Sugarcane,Belagavi,Irrigated,3.53,47412,Farm Mechanization Loan
Pulses,Gadag,Rainfed,2.17,20518,PM Kisan Loan
Sugarcane,Mandya,Irrigated,2.2,58372,Agricultural Term Loan
Wheat,Vijayapura,Irrigated,4.78,25444,PM Kisan Loan
Groundnut,Bengaluru Rural,Black cotton soil land,2.75,30588,Organic Farming Loan
Coconut,Udupi,Irrigated,1.79,46867,Plantation Loan
Millets,Tumakuru,Rainfed,5.48,15396,Soil Health Card Loan
Cotton,Haveri,Dryland,3.89,39528,Pest Management Loan
Mango,Chikkaballapur,Dryland,2.61,57452,Horticulture Loan
Banana,Mysuru,Wetland,1.73,51888,Irrigation Loan
Sugarcane,Bagalkot,Black cotton soil land,2.18,45656,Irrigation Loan
Tea,Chikkamagaluru,Hill slope,1.9,86669,Plantation Development Loan
Mango,Kolar,Dryland,2.33,58668,Organic Farming Loan
Floriculture,Tumakuru,Irrigated,1.35,79858,Floriculture Loan
Groundnut,Tumakuru,Dryland,2.8,22370,Organic Farming Loan
Floriculture,Bengaluru Urban,Polyhouse,1.32,51317,Floriculture Loan
Fish Farming,Dakshina Kannada,Wetland,0.54,77720,NABARD Infrastructure Loan
Organic Vegetables,Dharwad,Dryland,1.95,45013,Horticulture Loan
Millets,Koppal,Dryland,2.35,17001,Organic Farming Loan
Millets,Koppal,Rainfed,4.92,18774,PM Kisan Loan
Mango,Ramanagara,Dryland,2.65,52447,Organic Farming Loan
Maize,Davanagere,Dryland,3.04,33860,Farm Mechanization Loan
Sugarcane,Mandya,Irrigated,2.94,54601,Farm Mechanization Loan
Banana,Mandya,Irrigated,3.44,54882,Horticulture Loan
Tea,Chikkamagaluru,Wetland,2.47,87347,NABARD Refinance Scheme
Cotton,Ballari,Dryland,2.39,41293,Kisan Credit Card
Mango,Chikkaballapur,Black cotton soil land,2.19,50026,Horticulture Loan
Sugarcane,Belagavi,Black cotton soil land,5.79,58769,Farm Mechanization Loan
Groundnut,Chikkaballapur,Dryland,3.34,32665,Organic Farming Loan
Maize,Gadag,Dryland,3.0,32246,Farm Mechanization Loan
Mango,Ramanagara,Black cotton soil land,2.32,40142,Organic Farming Loan
Sugarcane,Mysuru,Irrigated,2.34,56781,Irrigation Loan
Mango,Kolar,Dryland,2.46,45120,Horticulture Loan
Organic Vegetables,Tumakuru,Irrigated,2.03,47606,Organic Farming Loan
Organic Vegetables,Dharwad,Dryland,2.39,45071,Horticulture Loan
Maize,Gadag,Dryland,4.91,28897,Farm Mechanization Loan
Pulses,Bidar,Dryland,3.34,22294,NABARD Loan
Beekeeping,Chamarajanagar,Dryland,1.2,53604,Agri Clinic Loan
Cotton,Haveri,Dryland,3.69,39249,Pest Management Loan
Silk,Kolar,Irrigated,1.39,60505,Agricultural Term Loan
Maize,Chikkaballapur,Dryland,4.69,22103,Crop Loan
Organic Vegetables,Mysuru,Irrigated,2.86,47284,Organic Farming Loan
Beekeeping,Kodagu,Dryland,1.67,63639,Apiculture Loan
Millets,Chitradurga,Dryland,3.48,20722,Soil Health Card Loan
Millets,Chitradurga,Rainfed,2.73,15938,Soil Health Card Loan
Rice,Shivamogga,Irrigated,3.12,38163,Irrigation Loan
Maize,Davanagere,Dryland,4.95,26903,Farm Mechanization Loan
Floriculture,Tumakuru,Polyhouse,0.84,57258,NABARD Loan
Sugarcane,Mysuru,Black cotton soil land,2.99,46995,Irrigation Loan
Maize,Gadag,Rainfed,2.17,28030,Farm Mechanization Loan
Coconut,Tumakuru,Irrigated,2.86,45474,Plantation Loan
Organic Vegetables,Dharwad,Dryland,2.91,45625,Organic Farming Loan
Coconut,Tumakuru,Irrigated,3.8,40339,Plantation Loan
Cotton,Haveri,Dryland,3.7,41543,Kisan Credit Card
Silk,Kolar,Irrigated,2.9,52430,Agricultural Term Loan
Pulses,Dharwad,Dryland,2.09,24658,NABARD Loan
Rice,Shivamogga,Irrigated,3.66,38201,Irrigation Loan
Beekeeping,Chamarajanagar,Dryland,1.96,66031,Apiculture Loan
Pulses,Dharwad,Rainfed,3.97,20102,NABARD Loan
Groundnut,Chikkaballapur,Dryland,3.46,34274,Crop Loan
Silk,Chikkaballapur,Dryland,1.35,66038,NABARD Loan
Sugarcane,Bagalkot,Irrigated,4.54,47309,Farm Mechanization Loan
Maize,Davanagere,Rainfed,4.44,32909,Farm Mechanization Loan
Groundnut,Bengaluru Rural,Dryland,2.87,29694,Crop Loan
Rice,Raichur,Wetland,1.31,37474,Crop Loan
Silk,Kolar,Dryland,2.41,60403,NABARD Loan
Coffee,Chikkamagaluru,Wetland,0.71,81534,Horticulture Loan
Floriculture,Tumakuru,Irrigated,1.13,70538,Floriculture Loan
Sugarcane,Mandya,Irrigated,4.47,51181,Irrigation Loan
Fish Farming,Udupi,Wetland,1.89,69873,NABARD Infrastructure Loan
Millets,Ballari,Dryland,2.61,20377,PM Kisan Loan
Coffee,Chikkamagaluru,Black cotton soil land,1.29,60805,Plantation Development Loan
Wheat,Vijayapura,Irrigated,3.84,27945,PM Kisan Loan
Coffee,Chikkamagaluru,Black cotton soil land,0.97,61885,Horticulture Loan
Coffee,Kodagu,Black cotton soil land,1.48,77649,Plantation Development Loan
Beekeeping,Kodagu,Dryland,0.6,61388,Apiculture Loan
Mango,Kolar,Dryland,1.54,57970,Horticulture Loan
Sugarcane,Belagavi,Black cotton soil land,2.41,49395,Agricultural Term Loan
Banana,Mysuru,Irrigated,3.11,51664,Irrigation Loan
Organic Vegetables,Mysuru,Dryland,1.03,48727,Organic Farming Loan
Wheat,Kalaburagi,Dryland,3.35,26166,PM Kisan Loan
Coffee,Chikkamagaluru,Wetland,0.91,79748,Plantation Development Loan
Coffee,Chikkamagaluru,Black cotton soil land,0.69,76122,Plantation Development Loan
Coconut,Tumakuru,Coastal loamy,2.75,47407,Agri Infrastructure Loan
Beekeeping,Chamarajanagar,Dryland,1.45,65929,Agri Clinic Loan
Silk,Ramanagara,Irrigated,2.56,71380,Agricultural Term Loan
Tea,Chikkamagaluru,Hill slope,1.11,96548,NABARD Refinance Scheme
Organic Vegetables,Tumakuru,Irrigated,1.58,41672,Organic Farming Loan
Sugarcane,Belagavi,Irrigated,3.64,45206,Farm Mechanization Loan
Millets,Tumakuru,Rainfed,3.9,21916,PM Kisan Loan
Cotton,Ballari,Black cotton soil land,4.19,44775,Kisan Credit Card
Sugarcane,Mysuru,Black cotton soil land,4.12,52348,Farm Mechanization Loan
Pulses,Gadag,Rainfed,1.95,22116,NABARD Loan
Wheat,Bagalkot,Dryland,1.67,32038,PM Kisan Loan
Maize,Davanagere,Rainfed,4.59,27636,Farm Mechanization Loan
Rice,Mysuru,Wetland,3.96,31175,Irrigation Loan
Organic Vegetables,Mysuru,Dryland,2.0,36613,Horticulture Loan
Mango,Kolar,Dryland,1.36,57956,Organic Farming Loan
Maize,Chikkaballapur,Dryland,3.7,21041,Crop Loan
Fish Farming,Udupi,Wetland,1.93,75513,NABARD Infrastructure Loan
Wheat,Kalaburagi,Dryland,3.88,27270,Crop Loan
Cotton,Haveri,Dryland,4.88,34411,Kisan Credit Card
Mango,Kolar,Dryland,3.96,44695,Organic Farming Loan
Groundnut,Chikkaballapur,Dryland,2.15,23697,Crop Loan
Beekeeping,Kodagu,Dryland,0.76,63600,Agri Clinic Loan
Groundnut,Chikkaballapur,Dryland,3.32,28873,Crop Loan
Organic Vegetables,Tumakuru,Dryland,1.56,40964,Horticulture Loan
Mango,Chikkaballapur,Black cotton soil land,2.0,40780,Horticulture Loan
Maize,Davanagere,Rainfed,3.36,28323,Farm Mechanization Loan
Silk,Kolar,Dryland,2.1,72033,Agricultural Term Loan
Coconut,Tumakuru,Coastal loamy,3.61,47164,Agri Infrastructure Loan
Pulses,Bidar,Dryland,3.24,19474,NABARD Loan
Fish Farming,Uttara Kannada,Wetland,1.04,90732,NABARD Infrastructure Loan
Beekeeping,Chamarajanagar,Dryland,1.69,57498,Agri Clinic Loan
Sugarcane,Mandya,Black cotton soil land,3.86,58576,Farm Mechanization Loan
Tea,Chikkamagaluru,Hill slope,2.37,75548,NABARD Refinance Scheme
Wheat,Bagalkot,Irrigated,2.99,30977,Crop Loan
Maize,Davanagere,Rainfed,3.02,26264,Crop Loan
Mango,Kolar,Black cotton soil land,2.59,45278,Organic Farming Loan
Coffee,Hassan,Black cotton soil land,0.69,62913,Horticulture Loan
Beekeeping,Kodagu,Dryland,1.16,61544,Apiculture Loan
Cotton,Dharwad,Black cotton soil land,2.86,31213,Pest Management Loan
Tea,Chikkamagaluru,Hill slope,1.85,89928,NABARD Refinance Scheme
Tea,Chikkamagaluru,Wetland,1.55,99862,NABARD Refinance Scheme
Wheat,Bagalkot,Irrigated,2.13,32110,Crop Loan
Organic Vegetables,Tumakuru,Irrigated,1.27,45055,Organic Farming Loan
Coconut,Udupi,Coastal loamy,1.75,40650,Agri Infrastructure Loan
Floriculture,Doddaballapura,Polyhouse,1.63,60563,Floriculture Loan
Rice,Shivamogga,Irrigated,1.38,33287,Crop Loan
Groundnut,Chikkaballapur,Black cotton soil land,3.97,21925,Crop Loan
Coffee,Chikkamagaluru,Black cotton soil land,1.17,60366,NABARD Loan
Banana,Hassan,Irrigated,1.55,52572,Irrigation Loan
Millets,Ballari,Dryland,4.27,16662,PM Kisan Loan
Banana,Hassan,Wetland,1.85,45677,Irrigation Loan
Coffee,Hassan,Wetland,0.95,84159,Horticulture Loan
Banana,Hassan,Irrigated,2.95,54383,Irrigation Loan
Fish Farming,Uttara Kannada,Wetland,0.86,94541,Fisheries Loan
Fish Farming,Dakshina Kannada,Wetland,0.68,67576,Fisheries Loan
Fish Farming,Dakshina Kannada,Wetland,0.85,74954,NABARD Infrastructure Loan
Millets,Koppal,Dryland,3.23,15421,Soil Health Card Loan
Coffee,Chikkamagaluru,Black cotton soil land,0.66,71568,Plantation Development Loan
Cotton,Dharwad,Black cotton soil land,2.61,32519,Pest Management Loan
Tea,Chikkamagaluru,Hill slope,1.91,71877,NABARD Refinance Scheme
Wheat,Vijayapura,Dryland,4.53,31335,Crop Loan
Rice,Shivamogga,Irrigated,3.15,38322,Irrigation Loan
Beekeeping,Shivamogga,Forest edge,0.73,67108,Agri Clinic Loan
Mango,Chikkaballapur,Black cotton soil land,1.99,47220,Organic Farming Loan
Millets,Tumakuru,Dryland,3.45,20787,Soil Health Card Loan
Fish Farming,Udupi,Wetland,0.57,62505,NABARD Infrastructure Loan
Silk,Ramanagara,Irrigated,1.66,57941,Sericulture Loan
Millets,Tumakuru,Dryland,2.93,20274,Soil Health Card Loan
Sugarcane,Mandya,Black cotton soil land,4.22,56027,Irrigation Loan
Fish Farming,Dakshina Kannada,Wetland,1.02,96912,Fisheries Loan
Millets,Tumakuru,Rainfed,4.15,15472,Soil Health Card Loan
Organic Vegetables,Mysuru,Dryland,1.83,42724,Horticulture Loan
Silk,Chikkaballapur,Dryland,1.88,65389,NABARD Loan
Rice,Mandya,Wetland,3.23,33959,Kisan Credit Card
Mango,Ramanagara,Dryland,3.79,41424,Organic Farming Loan
Pulses,Gadag,Dryland,1.33,24391,PM Kisan Loan
Tea,Chikkamagaluru,Wetland,2.06,74107,Plantation Development Loan
Floriculture,Tumakuru,Polyhouse,1.42,60097,NABARD Loan
Silk,Ramanagara,Dryland,2.81,59959,Sericulture Loan
Fish Farming,Dakshina Kannada,Wetland,1.06,87505,Fisheries Loan
Beekeeping,Shivamogga,Forest edge,0.61,52498,Agri Clinic Loan
Floriculture,Tumakuru,Polyhouse,0.52,53258,NABARD Loan
Pulses,Dharwad,Rainfed,1.71,24806,Organic Farming Loan
Organic Vegetables,Tumakuru,Irrigated,1.96,40681,Horticulture Loan
Rice,Shivamogga,Wetland,3.19,33010,Irrigation Loan
Millets,Ballari,Rainfed,2.92,15828,PM Kisan Loan
Cotton,Dharwad,Black cotton soil land,3.83,38703,Crop Loan
Rice,Raichur,Irrigated,1.69,37711,Crop Loan
Wheat,Kalaburagi,Dryland,2.58,30951,PM Kisan Loan
Millets,Tumakuru,Rainfed,2.69,17094,Soil Health Card Loan
Beekeeping,Kodagu,Dryland,0.87,61239,Apiculture Loan
Beekeeping,Chamarajanagar,Forest edge,1.04,69585,Agri Clinic Loan
Rice,Mandya,Wetland,3.54,33881,Kisan Credit Card
Mango,Kolar,Dryland,1.9,35335,Organic Farming Loan
Groundnut,Chikkaballapur,Black cotton soil land,3.29,27683,Crop Loan
Maize,Chikkaballapur,Dryland,2.0,20585,Crop Loan
Organic Vegetables,Dharwad,Irrigated,2.7,45053,Horticulture Loan
Coconut,Tumakuru,Coastal loamy,1.32,46046,Agri Infrastructure Loan
Rice,Mandya,Irrigated,3.67,30270,Kisan Credit Card
Millets,Koppal,Rainfed,5.73,16089,Organic Farming Loan
Organic Vegetables,Tumakuru,Dryland,2.62,38474,Organic Farming Loan
Maize,Gadag,Dryland,2.76,20331,Farm Mechanization Loan
Mango,Ramanagara,Black cotton soil land,3.52,53318,Organic Farming Loan
Rice,Shivamogga,Wetland,3.49,33609,Kisan Credit Card
Silk,Chikkaballapur,Dryland,2.95,52019,Agricultural Term Loan
Pulses,Raichur,Dryland,1.22,23730,NABARD Loan
Groundnut,Tumakuru,Black cotton soil land,3.32,25812,Crop Loan
Tea,Chikkamagaluru,Hill slope,1.6,97771,Plantation Development Loan
Sugarcane,Mandya,Irrigated,2.36,46454,Farm Mechanization Loan
Coffee,Chikkamagaluru,Wetland,1.09,82156,Horticulture Loan
Cotton,Ballari,Black cotton soil land,4.59,30145,Pest Management Loan
Banana,Mysuru,Irrigated,2.4,54924,Horticulture Loan
Organic Vegetables,Dharwad,Irrigated,2.47,41487,Organic Farming Loan
Sugarcane,Belagavi,Irrigated,2.38,51345,Agricultural Term Loan
Tea,Chikkamagaluru,Hill slope,1.83,95222,Plantation Development Loan
Cotton,Ballari,Black cotton soil land,4.31,40845,Kisan Credit Card
Mango,Chikkaballapur,Black cotton soil land,3.79,47713,Horticulture Loan
